Epoch 00000 , Loss 4.4293 , Test Acc 0.1942 , Time(s) nan
Epoch 00001 , Loss 3.5055 , Test Acc 0.3178 , Time(s) nan
Epoch 00002 , Loss 3.4391 , Test Acc 0.3524 , Time(s) nan
Epoch 00003 , Loss 3.3173 , Test Acc 0.3539 , Time(s) 1.6214
Epoch 00004 , Loss 3.2033 , Test Acc 0.3945 , Time(s) 1.5799
Epoch 00005 , Loss 3.1033 , Test Acc 0.4107 , Time(s) 1.5644
Epoch 00006 , Loss 2.9728 , Test Acc 0.4175 , Time(s) 1.5962
Epoch 00007 , Loss 2.8741 , Test Acc 0.4203 , Time(s) 1.6192
Epoch 00008 , Loss 2.7850 , Test Acc 0.4201 , Time(s) 1.6247
Epoch 00009 , Loss 2.7067 , Test Acc 0.4206 , Time(s) 1.6224
